/Users/matthiasmuenzer/Desktop/DATEN/IMG/center_2024_12_15_13_58_26_031.jpg, /Users/matthiasmuenzer/Desktop/DATEN/IMG/left_2024_12_15_13_58_26_031.jpg, /Users/matthiasmuenzer/Desktop/DATEN/IMG/right_2024_12_15_13_58_26_031.jpg, 0, 0, 0, 7.829391E-05
/Users/matthiasmuenzer/Desktop/DATEN/IMG/center_2024_12_15_13_58_26_142.jpg, /Users/matthiasmuenzer/Desktop/DATEN/IMG/left_2024_12_15_13_58_26_142.jpg, /Users/matthiasmuenzer/Desktop/DATEN/IMG/right_2024_12_15_13_58_26_142.jpg, 0, 0, 0, 7.820144E-05
/Users/matthiasmuenzer/Desktop/DATEN/IMG/center_2024_12_15_13_58_26_258.jpg, /Users/matthiasmuenzer/Desktop/DATEN/IMG/left_2024_12_15_13_58_26_258.jpg, /Users/matthiasmuenzer/Desktop/DATEN/IMG/right_2024_12_15_13_58_26_258.jpg, 0, 0, 0, 7.848362E-05
/Users/matthiasmuenzer/Desktop/DATEN/IMG/center_2024_12_15_13_58_26_371.jpg, /Users/matthiasmuenzer/Desktop/DATEN/IMG/left_2024_12_15_13_58_26_371.jpg, /Users/matthiasmuenzer/Desktop/DATEN/IMG/right_2024_12_15_13_58_26_371.jpg, 0, 0, 0, 7.894152E-05
/Users/matthiasmuenzer/Desktop/DATEN/IMG/center_2024_12_15_13_58_26_485.jpg, /Users/matthiasmuenzer/Desktop/DATEN/IMG/left_2024_12_15_13_58_26_485.jpg, /Users/matthiasmuenzer/Desktop/DATEN/IMG/right_2024_12_15_13_58_26_485.jpg, 0, 0, 0, 7.780714E-05
/Users/matthiasmuenzer/Desktop/DATEN/IMG/center_2024_12_15_13_58_26_599.jpg, /Users/matthiasmuenzer/Desktop/DATEN/IMG/left_2024_12_15_13_58_26_599.jpg, /Users/matthiasmuenzer/Desktop/DATEN/IMG/right_2024_12_15_13_58_26_599.jpg, 0, 0, 0, 7.800595E-05
/Users/matthiasmuenzer/Desktop/DATEN/IMG/center_2024_12_15_13_58_26_710.jpg, /Users/matthiasmuenzer/Desktop/DATEN/IMG/left_2024_12_15_13_58_26_710.jpg, /Users/matthiasmuenzer/Desktop/DATEN/IMG/right_2024_12_15_13_58_26_710.jpg, 0, 0, 0, 7.832619E-05
/Users/matthiasmuenzer/Desktop/DATEN/IMG/center_2024_12_15_13_58_26_822.jpg, /Users/matthiasmuenzer/Desktop/DATEN/IMG/left_2024_12_15_13_58_26_822.jpg, /Users/matthiasmuenzer/Desktop/DATEN/IMG/right_2024_12_15_13_58_26_822.jpg, 0, 0, 0, 7.837485E-05
/Users/matthiasmuenzer/Desktop/DATEN/IMG/center_2024_12_15_13_58_26_932.jpg, /Users/matthiasmuenzer/Desktop/DATEN/IMG/left_2024_12_15_13_58_26_932.jpg, /Users/matthiasmuenzer/Desktop/DATEN/IMG/right_2024_12_15_13_58_26_932.jpg, 0, 0, 0, 7.821045E-05
/Users/matthiasmuenzer/Desktop/DATEN/IMG/center_2024_12_15_13_58_27_043.jpg, /Users/matthiasmuenzer/Desktop/DATEN/IMG/left_2024_12_15_13_58_27_043.jpg, /Users/matthiasmuenzer/Desktop/DATEN/IMG/right_2024_12_15_13_58_27_043.jpg, 0, 0, 0, 8.079445E-05
